"","players","PlayerID","SportsDataID","Status","TeamID","Team","Jersey","PositionCategory","Position","FirstName","LastName","Height","Weight","BirthDate","BirthCity","BirthState","BirthCountry","HighSchool","College","Salary","headshot","Experience","SportRadarPlayerID","RotoworldPlayerID","RotoWirePlayerID","FantasyAlarmPlayerID","StatsPlayerID","SportsDirectPlayerID","XmlTeamPlayerID","InjuryStatus","InjuryBodyPart","InjuryStartDate","InjuryNotes","FanDuelPlayerID","DraftKingsPlayerID","YahooPlayerID","FanDuelName","DraftKingsName","YahooName","DepthChartPosition","DepthChartOrder","GlobalTeamID","FantasyDraftName","FantasyDraftPlayerID","UsaTodayPlayerID","UsaTodayHeadshotUrl","UsaTodayHeadshotNoBackgroundUrl","UsaTodayHeadshotUpdated","UsaTodayHeadshotNoBackgroundUpdated","NbaDotComPlayerID"
"299","Jevon Carter",20002028,NA,"Active",8,"BKN","0","G","PG","Jevon","Carter",73,200,"1995-09-14T00:00:00","Oak Park","IL","USA","NULL","West Virginia","3650000","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002028.png","2","79cd9581-3aaa-484c-a8b1-a349cdc5c34c","2964",4456,"201103","843794","762905","NULL","Scrambled","Scrambled","NULL","Scrambled",84696,"843794","6043","Jevon Carter","Jevon Carter","Jevon Carter","PG","1",20000008,"Jevon Carter","843794","8277208","http://cdn.usatsimg.com/api/download/?imageID=16903193","http://cdn.usatsimg.com/api/download/?imageID=16916405","2021-10-06T21:25:38","2021-10-08T22:11:11","1628975"
"300","De'Anthony Melton",20002029,NA,"Active",21,"MEM","0","G","PG","De'Anthony","Melton",74,200,"1998-05-28T00:00:00","North Hollywood","CA","USA","NULL","USC","8805976","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002029.png","2","5b22ae60-ca29-4cd8-b618-cce7b9766b0e","2949",4368,"201169","946801","775526","NULL","Scrambled","Scrambled","NULL","Scrambled",84703,"946801","6057","De'Anthony Melton","De'Anthony Melton","De'Anthony Melton","PG","1",20000021,"De'Anthony Melton","946801","8247107","http://cdn.usatsimg.com/api/download/?imageID=16929736","http://cdn.usatsimg.com/api/download/?imageID=16929737","2021-10-10T15:03:03","2021-10-10T15:03:06","1629001"
"301","Chimezie Metu",20002031,NA,"Active",30,"SAC","7","F","PF","Chimezie","Metu",81,225,"1997-03-22T00:00:00","Los Angeles","CA","USA","NULL","USC","1762796","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002031.png","3","72a69d30-cf07-4b5f-94ad-9c76832788bc","NULL",4379,"201166","884121","767153","NULL","Scrambled","Scrambled","2022-01-04T00:00:00","Scrambled",84701,"884121","6060","Chimezie Metu","Chimezie Metu","Chimezie Metu","PF","0",20000030,"Chimezie Metu","884121","8256688","http://cdn.usatsimg.com/api/download/?imageID=16936601","http://cdn.usatsimg.com/api/download/?imageID=16941489","2021-10-11T19:51:27","2021-10-12T18:48:52","1629002"
"302","Jalen Brunson",20002032,NA,"Active",25,"DAL","13","G","PG","Jalen","Brunson",73,190,"1996-08-31T00:00:00","New Brunswick","NJ","USA","NULL","Villanova","1802057","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002032.png","2","8d3edba8-9004-4199-9328-cc2208e8b0d3","2983",4405,"201137","887914","767283","NULL","Scrambled","Scrambled","NULL","Scrambled",84690,"887914","6044","Jalen Brunson","Jalen Brunson","Jalen Brunson","PG","1",20000025,"Jalen Brunson","887914","8256658","http://cdn.usatsimg.com/api/download/?imageID=16905903","http://cdn.usatsimg.com/api/download/?imageID=16916576","2021-10-07T11:15:27","2021-10-08T22:25:04","1628973"
"303","Shake Milton",20002033,NA,"Active",7,"PHI","18","G","SG","Shake","Milton",77,205,"1996-09-26T00:00:00","Bartlesville","OK","USA","NULL","SMU","1846738","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002033.png","3","5722e429-752c-41f7-9b75-e3fc712f14f1","2954",4443,"201082","879492","767346","NULL","Scrambled","Scrambled","2022-01-04T00:00:00","Scrambled",84691,"879492","6065","Shake Milton","Shake Milton","Shake Milton","SF","1",20000007,"Shake Milton","879492","8255396","http://cdn.usatsimg.com/api/download/?imageID=16923180","http://cdn.usatsimg.com/api/download/?imageID=16923086","2021-10-09T16:13:19","2021-10-09T16:08:26","1629003"
"304","Sviatoslav Mykhailiuk",20002035,NA,"Active",10,"TOR","14","F","SF","Sviatoslav","Mykhailiuk",79,205,"1997-06-10T00:00:00","Cherkasy","NULL","Ukraine","NULL","Kansas","1729217","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002035.png","1","8c0929ae-ce3d-47e0-a964-bf6b8d3981ab","2989",4457,"201129","843265","761312","NULL","Scrambled","Scrambled","NULL","Scrambled",84713,"843265","6058","Svi Mykhailiuk","Svi Mykhailiuk","Svi Mykhailiuk","SF","1",20000010,"Svi Mykhailiuk","843265","8277203","http://cdn.usatsimg.com/api/download/?imageID=16936998","http://cdn.usatsimg.com/api/download/?imageID=16936996","2021-10-11T21:00:22","2021-10-11T21:00:04","1629004"
"305","Moritz Wagner",20002036,NA,"Active",5,"ORL","21","F","PF","Moritz","Wagner",83,245,"1997-04-26T00:00:00","Berlin","NULL","Germany","NULL","Michigan","1729217","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002036.png","2","f1f258c2-9bcf-4e33-ba9e-563e95084893","2969",4389,"201130","882387","767161","NULL","Scrambled","Scrambled","NULL","Scrambled",84714,"882387","6036","Moritz Wagner","Moritz Wagner","Moritz Wagner","C","1",20000005,"Moritz Wagner","882387","8273409","http://cdn.usatsimg.com/api/download/?imageID=16932792","http://cdn.usatsimg.com/api/download/?imageID=16932793","2021-10-10T23:06:23","2021-10-10T23:06:30","1629021"
"306","George King",20002037,NA,"Active",25,"DAL","94","F","SF","George","King",78,220,"1994-01-15T00:00:00","Fayetteville","NC","USA","NULL","Colorado","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002037.png","1","bc01a465-e5f9-4f11-b259-70384692a2b9","NULL",4469,"201173","742864","755707","NULL","Scrambled","Scrambled","NULL","Scrambled",84687,"742864","6070","George King","George King","George King","NULL","NULL",20000025,"George King","742864","8291778","http://cdn.usatsimg.com/api/download/?imageID=16929902","http://cdn.usatsimg.com/api/download/?imageID=16929903","2021-10-10T15:29:00","2021-10-10T15:29:02","1628994"
"307","Alize Johnson",20002039,NA,"Active",1,"WAS","27","F","PF","Alize","Johnson",80,212,"1996-04-22T00:00:00","Williamsport","PA","USA","NULL","Missouri State","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002039.png","3","247fda9b-09e6-4949-8fe3-acfcb9ed0983","NULL",4461,"201151","953283","775688","NULL","Scrambled","Scrambled","NULL","Scrambled",84718,"953283","6061","Alize Johnson","Alize Johnson","Alize Johnson","NULL","NULL",20000001,"Alize Johnson","953283","8291868","http://cdn.usatsimg.com/api/download/?imageID=16905406","http://cdn.usatsimg.com/api/download/?imageID=16915904","2021-10-07T08:26:24","2021-10-08T21:05:22","1628993"
"308","Bruce Brown",20002040,NA,"Active",8,"BKN","1","G","SG","Bruce","Brown",76,202,"1996-08-15T00:00:00","Boston","MA","USA","NULL","Miami (FL)","4736102","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002040.png","2","fc058e75-1015-4bbe-8fab-925d5f6d83fb","2962",4403,"201161","941834","775632","NULL","Scrambled","Scrambled","NULL","Scrambled",84694,"941834","6053","Bruce Brown","Bruce Brown","Bruce Brown","SG","1",20000008,"Bruce Brown","941834","8248080","http://cdn.usatsimg.com/api/download/?imageID=16903190","http://cdn.usatsimg.com/api/download/?imageID=16916309","2021-10-06T21:24:50","2021-10-08T22:07:10","1628971"
"309","Keita Bates-Diop",20002041,NA,"Active",24,"SA","31","F","SF","Keita","Bates-Diop",80,230,"1996-01-23T00:00:00","Bloomington","IL","USA","NULL","Ohio State","1729217","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002041.png","2","af3416bc-38fb-46ca-9b03-72a88d7fda35","2975",4378,"201183","844045","761365","NULL","Scrambled","Scrambled","NULL","Scrambled",84688,"844045","6059","Keita Bates-Diop","Keita Bates-Diop","Keita Bates-Diop","PF","0",20000024,"Keita Bates-Diop","844045","8256641","http://cdn.usatsimg.com/api/download/?imageID=16936705","http://cdn.usatsimg.com/api/download/?imageID=16941550","2021-10-11T20:09:54","2021-10-12T18:55:29","1628966"
"310","Drew Eubanks",20002045,NA,"Active",24,"SA","14","C","C","Drew","Eubanks",81,245,"1997-02-01T00:00:00","Starkville","MS","USA","NULL","Oregon State","1762796","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002045.png","2","0fbb8fd5-9b9c-48a2-a355-18aba7b5d9d5","3007",4416,"201165","883573","767971","NULL","Scrambled","Scrambled","NULL","Scrambled",97263,"883573","6109","Drew Eubanks","Drew Eubanks","Drew Eubanks","C","1",20000024,"Drew Eubanks","883573","8256643","http://cdn.usatsimg.com/api/download/?imageID=16936679","http://cdn.usatsimg.com/api/download/?imageID=16941602","2021-10-11T20:07:36","2021-10-12T18:58:39","1629234"
"311","Kenrich Williams",20002056,NA,"Active",18,"OKC","34","F","PF","Kenrich","Williams",78,210,"1994-12-02T00:00:00","Waco","TX","USA","NULL","TCU","2e+06","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002056.png","4","9318b4c1-49d0-40eb-8b76-1098e28133d2","2960",4462,"201155","843742","762550","NULL","Scrambled","Scrambled","2022-01-10T00:00:00","Scrambled",85305,"843742","6076","Kenrich Williams","Kenrich Williams","Kenrich Williams","SF","1",20000018,"Kenrich Williams","843742","8247070","http://cdn.usatsimg.com/api/download/?imageID=16937358","http://cdn.usatsimg.com/api/download/?imageID=16937359","2021-10-11T22:00:58","2021-10-11T22:01:05","1629026"
"312","Duncan Robinson",20002057,NA,"Active",4,"MIA","55","F","SF","Duncan","Robinson",79,215,"1994-04-22T00:00:00","York","ME","USA","NULL","Michigan","15650000","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002057.png","3","18d35316-9f40-408c-abcc-ab49e06ef8e8","3015",4470,"201110","854591","766060","NULL","Scrambled","Scrambled","NULL","Scrambled",85137,"854591","6073","Duncan Robinson","Duncan Robinson","Duncan Robinson","SG","1",20000004,"Duncan Robinson","854591","8247525","http://cdn.usatsimg.com/api/download/?imageID=16932064","http://cdn.usatsimg.com/api/download/?imageID=16937312","2021-10-10T21:03:49","2021-10-11T21:56:34","1629130"
"313","Yuta Watanabe",20002058,NA,"Active",10,"TOR","18","F","SF","Yuta","Watanabe",81,215,"1994-10-13T00:00:00","Yokohama","NULL","Japan","NULL","George Washington","1762796","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002058.png","2","c7900e6e-e5ea-4670-a7bf-cb097f041b25","NULL",4473,"201105","846639","762511","NULL","Scrambled","Scrambled","NULL","Scrambled",85238,"846639","6132","Yuta Watanabe","Yuta Watanabe","Yuta Watanabe","SF","1",20000010,"Yuta Watanabe","846639","8248065","http://cdn.usatsimg.com/api/download/?imageID=16937014","http://cdn.usatsimg.com/api/download/?imageID=16937015","2021-10-11T21:04:52","2021-10-11T21:05:12","1629139"
"314","Wenyen Gabriel",20002080,NA,"Active",28,"LAC","32","F","PF","Wenyen","Gabriel",81,205,"1997-03-26T00:00:00","Khartoum","NULL","Sudan","NULL","Kentucky","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002080.png","2","2bf24df1-604d-4eca-b3f3-f5691f4b99b6","NULL",4495,"201121","957490","774817","NULL","Scrambled","Scrambled","NULL","Scrambled",85466,"957490","6092","Wenyen Gabriel","Wenyen Gabriel","Wenyen Gabriel","PF","1",20000028,"Wenyen Gabriel","957490","8291940","http://cdn.usatsimg.com/api/download/?imageID=16932514","http://cdn.usatsimg.com/api/download/?imageID=16937519","2021-10-10T22:14:38","2021-10-11T22:11:00","1629117"
"315","Kendrick Nunn",20002081,NA,"Active",27,"LAL","12","G","PG","Kendrick","Nunn",74,190,"1995-08-03T00:00:00","Chicago","IL","USA","NULL","Oakland","5e+06","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002081.png","2","d63b17e9-59a5-44e0-9bf9-4ad454052b10","3059",4496,"201215","741931","755726","NULL","Scrambled","Scrambled","2021-10-18T00:00:00","Scrambled",101329,"741931","6114","Kendrick Nunn","Kendrick Nunn","Kendrick Nunn","PG","1",20000027,"Kendrick Nunn","741931","8277097","http://cdn.usatsimg.com/api/download/?imageID=16937612","http://cdn.usatsimg.com/api/download/?imageID=16941438","2021-10-11T22:36:15","2021-10-12T18:34:53","1629134"
"316","Justin Tillman",20002088,NA,"Active",3,"ATL","36","F","PF","Justin","Tillman",80,220,"NULL","NULL","NULL","NULL","NULL","Virginia Commonwealth","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0",NA,"NULL",4501,"NULL","NULL","761354","NULL","Scrambled","Scrambled","NULL","Scrambled",163989,"846842","6682","Justin Tillman","Justin Tillman","Justin Tillman","NULL","NULL",20000003,"NULL","NULL","8291870","NULL","NULL","NULL","NULL","NULL"
"317","Gary Clark",20002109,NA,"Active",23,"NO","12","F","PF","Gary","Clark",78,225,"1994-11-16T00:00:00","Smithfield","NC","USA","NULL","Cincinnati","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002109.png","2","2c0b750c-91a2-4e1d-8387-47c4944104e8","2959",4465,"201211","842169","761837","NULL","Scrambled","Scrambled","NULL","Scrambled",101331,"842169","6121","Gary Clark","Gary Clark","Gary Clark","C","1",20000023,"Gary Clark","842169","8289185","http://cdn.usatsimg.com/api/download/?imageID=13454634","http://cdn.usatsimg.com/api/download/?imageID=13514744","2019-10-03T13:02:33","2019-10-14T09:54:36","1629109"
"318","Theo Pinson",20002118,NA,"Active",25,"DAL","1","G","PG","Theo","Pinson",77,212,"1995-11-05T00:00:00","Greensboro","NC","USA","NULL","North Carolina","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002118.png","1","9be260cc-fa70-4fea-b789-eec17268657c","3027",4523,"201144","842910","761362","NULL","Scrambled","Scrambled","NULL","Scrambled",85521,"842910","6083","Theo Pinson","Theo Pinson","Theo Pinson","NULL","NULL",20000025,"Theo Pinson","842910","8291738","http://cdn.usatsimg.com/api/download/?imageID=16903124","http://cdn.usatsimg.com/api/download/?imageID=16903130","2021-10-06T21:19:16","2021-10-06T21:19:32","1629033"
"319","Dakota Mathias",20002120,NA,"Active",21,"MEM","33","G","SG","Dakota","Mathias",76,200,"1995-07-11T00:00:00","Elida","OH","USA","NULL","Purdue","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002120.png","0","42cec9df-74a3-4342-81c0-5d6e66dbdcb8","NULL",4526,"201352","NULL","761507","NULL","Scrambled","Scrambled","NULL","Scrambled",117300,"844097","6271","Dakota Mathias","Dakota Mathias","Dakota Mathias","NULL","NULL",20000021,"NULL","NULL","8291922","http://cdn.usatsimg.com/api/download/?imageID=13477388","http://cdn.usatsimg.com/api/download/?imageID=13514810","2019-10-09T17:16:12","2019-10-14T09:56:45","1629751"
"320","Jordan McLaughlin",20002127,NA,"Active",16,"MIN","6","G","PG","Jordan","McLaughlin",71,185,"1996-04-09T00:00:00","Pasadena","CA","USA","NULL","USC","2e+06","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002127.png","3","bde7f42e-7296-453d-bcba-cac6fad2d03f","3036",4533,"201146","844465","762092","NULL","Scrambled","Scrambled","NULL","Scrambled",85597,"844465","6133","Jordan McLaughlin","Jordan McLaughlin","Jordan McLaughlin","NULL","NULL",20000016,"Jordan McLaughlin","844465","8246946","http://cdn.usatsimg.com/api/download/?imageID=16932325","http://cdn.usatsimg.com/api/download/?imageID=16932326","2021-10-10T21:47:36","2021-10-10T21:47:41","1629162"
"321","Brandon Goodwin",20002155,NA,"Active",12,"CLE","26","G","PG","Brandon","Goodwin",72,180,"1995-10-02T00:00:00","Norcross","GA","USA","NULL","Florida Gulf Coast","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002155.png","1","ab6f22fc-0ad6-4323-a5fe-343e6f05e7e0","3047",4552,"201104","795361","756863","NULL","Scrambled","Scrambled","NULL","Scrambled",96763,"795361","6102","Brandon Goodwin","Brandon Goodwin","Brandon Goodwin","SG","1",20000012,"Brandon Goodwin","795361","8291945","http://cdn.usatsimg.com/api/download/?imageID=15369198","http://cdn.usatsimg.com/api/download/?imageID=15369199","2020-12-28T18:43:26","2020-12-28T18:43:43","1629164"
"322","Paul Watson Jr.",20002169,NA,"Active",18,"OKC","8","G","PG","Paul","Watson Jr.",78,210,"1994-12-30T00:00:00","Phoenix","AZ","USA","NULL","Fresno State","1701593","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002169.png","3","be16ec6f-8dad-4057-ba7b-746e28582a59","NULL",4267,"201395","750825","756108","NULL","Scrambled","Scrambled","NULL","Scrambled",101393,"750825","6149","Paul Watson","Paul Watson","Paul Watson","SF","1",20000018,"Paul Watson","750825","8277022","http://cdn.usatsimg.com/api/download/?imageID=16937335","http://cdn.usatsimg.com/api/download/?imageID=16937340","2021-10-11T21:59:51","2021-10-11T21:59:59","1628778"
"323","Jock Landale",20002172,NA,"Active",24,"SA","34","C","C","Jock","Landale",83,255,"1995-10-25T00:00:00","Melbourne","Vic","Australia","NULL","Saint Mary's","925258","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png","0","02dc6e18-95a4-4919-b4fc-f8a981ccd359","NULL",4562,"NULL","NULL","762322","NULL","Scrambled","Scrambled","2022-01-10T00:00:00","Scrambled",158137,"850308","6614","Jock Landale","Jock Landale","Jock Landale","C","1",20000024,"NULL","NULL","8277043","http://cdn.usatsimg.com/api/download/?imageID=17413577","http://cdn.usatsimg.com/api/download/?imageID=16941557","2021-12-26T20:44:06","2021-10-12T18:56:29","1629111"
"324","Norvel Pelle",20002191,NA,"Active",17,"UTA","5","C","C","Norvel","Pelle",82,231,"1993-02-03T00:00:00","Saint John's","NULL","Antigua and Barbuda","NULL","St. John's","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002191.png","1","e32849a5-24ea-48e5-aea0-a294d0a7c89b","3046",3507,"201083","609846","750964","NULL","Scrambled","Scrambled","NULL","Scrambled",96775,"609846","6100","Norvel Pelle","Norvel Pelle","Norvel Pelle","NULL","NULL",20000017,"Norvel Pelle","609846","8292017","http://cdn.usatsimg.com/api/download/?imageID=14627369","http://cdn.usatsimg.com/api/download/?imageID=14627373","2020-07-28T18:56:57","2020-07-28T18:57:03","203658"
"325","Javonte Green",20002200,NA,"Active",11,"CHI","24","F","PF","Javonte","Green",77,205,"1993-07-23T00:00:00","Petersburg","VA","USA","NULL","Radford","1669178","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002200.png","2","252f4b13-6abb-45dc-ae85-f822b817cb51","NULL",4588,"201313","624174","750765","NULL","Scrambled","Scrambled","2022-01-01T00:00:00","Scrambled",112709,"624174","6269","Javonte Green","Javonte Green","Javonte Green","SF","0",20000011,"Javonte Green","624174","8259290","http://cdn.usatsimg.com/api/download/?imageID=16905403","http://cdn.usatsimg.com/api/download/?imageID=16915890","2021-10-07T08:25:47","2021-10-08T21:01:11","1629750"
"326","Jae'Sean Tate",20002213,NA,"Active",22,"HOU","8","F","SF","Jae'Sean","Tate",76,230,"1995-10-28T00:00:00","Toledo","OH","USA","NULL","Ohio State","1517981","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002213.png","0","1c7e3ee9-c6cd-4e1d-9efe-81fb1b2d4b69","NULL",4599,"201489","NULL","761369","NULL","Scrambled","Scrambled","NULL","Scrambled",145576,"844040","6463","Jae'Sean Tate","Jae'Sean Tate","Jae'Sean Tate","PF","0",20000022,"NULL","NULL","8247178","http://cdn.usatsimg.com/api/download/?imageID=16907095","http://cdn.usatsimg.com/api/download/?imageID=16929515","2021-10-07T14:27:50","2021-10-10T14:35:29","1630256"
"327","Chris Chiozza",20002233,NA,"Active",26,"GS","2","G","PG","Chris","Chiozza",71,176,"1995-11-21T00:00:00","Memphis","TN","USA","NULL","Florida","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002233.png","3","b4c697f6-ddcc-48cd-9294-fb86d9b1899f","NULL",4615,"201191","845512","761323","NULL","Scrambled","Scrambled","NULL","Scrambled",97018,"845512","6119","Chris Chiozza","Chris Chiozza","Chris Chiozza","NULL","NULL",20000026,"Chris Chiozza","845512","8277105","http://cdn.usatsimg.com/api/download/?imageID=17304214","http://cdn.usatsimg.com/api/download/?imageID=17327106","2021-12-06T09:43:46","2021-12-09T15:08:29","1629185"
